"targetName","sourceName","RecordNumber","Year","StartDate","YearStop","EndDate","Interval","type","source","target"
"S/Age","Health Cond/Duration",2345,2011,"[2011",2019,",2019]","[2011,2019]","Undirected",12,45
"S/Age","Non-healthcare/Type",2873,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",44,45
"S/Age","Healthcare/Access",2890,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",21,45
"S/Age","Info/Info Needs",2622,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",33,45
"S/Age","Non-healthcare/Type",2890,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",44,45
"S/Age","Health Status",2131,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",18,45
"S/Age","Health Status",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",18,45
"S/Age","Internal locus of control",32,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",35,45
"S/Age","Healthcare/Beliefs",2632,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",23,45
"S/Age","Health Cond",2653,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",10,45
"S/Age","Internal locus of control",1252,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",35,45
"S/Age","Health Cond/Beliefs",2620,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",11,45
"S/Age","Internal locus of control",2815,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",35,45
"S/Age","Health Cond",320,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,45
"S/Age","Healthcare/Experience",33,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",25,45
"S/Age","Info/Info Needs",5961,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",33,45
"S/Age","Non-healthcare/Type",400,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",44,45
"S/Age","Health Cond/Family",453,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",14,45
"S/Age","Internet/Access",255,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",36,45
"S/Age","Health Cond",2750,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",10,45
"S/Age","Health Cond/Side Effects",5297,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",16,45
"S/Age","Health Cond",466,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,45
"S/Age","Health Cond/Family",178,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",14,45
"S/Age","Health Behav",1684,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",9,45
"S/Age","Health Cond",120,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",10,45
"S/Age","Health Cond",43,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",10,45
"S/Age","Attitude/Concern",233,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",3,45
"S/Age","Health Cond",5531,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",10,45
"S/Age","Healthcare/Type",2589,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",27,45
"S/Age","Health Cond/Family",320,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",14,45
"S/Age","Healthcare/Experience",43,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",25,45
"S/Age","Health Status",5244,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",18,45
"S/Age","Non-healthcare/Type",6004,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",44,45
"S/Age","Health Cond/Duration",1813,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",12,45
"S/Age","Health Status",6102,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",18,45
"S/Age","Info/Health/Info Seeking",2564,2011,"[2011",2019,",2019]","[2011,2019]","Undirected",31,45
"S/Age","Healthcare/Experience",6032,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",25,45
"S/Age","Healthcare/Experience",117,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",25,45
"S/Age","Healthcare/Beliefs",2303,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",23,45
"S/Age","Health Cond/Beliefs",2619,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",11,45
"S/Age","Environ/Network",2587,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",7,45
"S/Age","Health Cond",424,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,45
"S/Age","Health Status",2345,2011,"[2011",2019,",2019]","[2011,2019]","Undirected",18,45
"S/Age","Healthcare/Familiarity",178,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",26,45
"S/Age","Health Cond",2200,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,45
"S/Age","Healthcare/Beliefs",2743,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",23,45
"S/Age","Health Cond/Treatment",2550,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",17,45
"S/Carer","Health Cond",2812,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",10,46
"S/Carer","S/Age",2589,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",45,46
"S/Carer","S/Age",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",45,46
"S/Carer","Info/Health/Info Seeking",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",31,46
"S/Carer","Healthcare/Experience",72,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",25,46
"S/Carer","Health Cond/Side Effects",2589,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",16,46
"S/Carer","Healthcare/Beliefs",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",23,46
"S/Carer","Health Status",2580,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",18,46
"S/Carer","Healthcare/Experience",1912,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",25,46
"S/Carer","Internal locus of control",1252,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",35,46
"S/Carer","Info/Attitude/Trust",1252,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",28,46
"S/Carer","Healthcare/Engagement",1252,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",24,46
"S/Carer","Health Cond/Treatment",1912,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",17,46
"S/Carer","Health Status",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",18,46
"S/Carer","Healthcare/Type",2589,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",27,46
"S/Carer","Healthcare/Experience",2589,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",25,46
"S/Carer","Healthcare/Experience",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",25,46
"S/Carer","Health Cond",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",10,46
"S/Carer","Health Cond/Family",2812,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",14,46
"S/Carer","Attitude/Concern",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",3,46
"S/Carer","Health Status",2812,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",18,46
"S/Carer","Health Status",1252,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",18,46
"S/Carer","Health Cond",1912,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,46
"S/Carer","Internet/Access",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",36,46
"S/Carer","Health Cond/Family",2580,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",14,46
"S/Carer","S/Age",2812,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",45,46
"S/Carer","Internet/Access",1912,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",36,46
"S/Carer","S/Age",1252,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",45,46
"S/Carer","Non-healthcare/Type",1912,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",44,46
"S/Carer","Internet/Beliefs",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",38,46
"S/Education","S/Age",5244,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",45,47
"S/Education","Internet/Experience",2743,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",39,47
"S/Education","S/Age",128,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",45,47
"S/Education","Behav/Experience",5920,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",5,47
"S/Education","Health Cond",1813,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,47
"S/Education","S/Age",2396,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",45,47
"S/Education","Health Cond/Knowledge",1933,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",15,47
"S/Education","S/Age",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",45,47
"S/Education","S/Age",2205,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",45,47
"S/Education","Health Status",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",18,47
"S/Education","S/Age",5744,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",45,47
"S/Education","Health Cond/Experience",1660,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",13,47
"S/Education","Attitude",2430,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",2,47
"S/Education","Internet/Access",5744,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",36,47
"S/Education","Internet/Experience",2604,2011,"[2011",2019,",2019]","[2011,2019]","Undirected",39,47
"S/Education","Behav/Intention",5481,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",6,47
"S/Education","Attitude",6016,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",2,47
"S/Education","Health Cond/Treatment",2550,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",17,47
"S/Education","S/Age",2637,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",45,47
"S/Education","Environ/Network/Internet",320,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",8,47
"S/Education","Internet/Experience",6016,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",39,47
"S/Education","Health Status",5961,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",18,47
"S/Education","Health Cond",32,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",10,47
"S/Education","Health Status",116,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",18,47
"S/Education","Health Status",5637,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",18,47
"S/Education","S/Age",1531,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",45,47
"S/Education","Health Behav",1041,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",9,47
"S/Education","Health Cond/Beliefs",2556,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",11,47
"S/Education","S/Age",2621,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",45,47
"S/Education","Health Cond",1165,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",10,47
"S/Education","Healthcare/Beliefs",2743,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",23,47
"S/Education","Attitude",2564,2011,"[2011",2019,",2019]","[2011,2019]","Undirected",2,47
"S/Education","S/Age",5982,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",45,47
"S/Education","Healthcare/Experience",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",25,47
"S/Education","Environ/Network",5881,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",7,47
"S/Education","S/Age",5961,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",45,47
"S/Education","S/Age",382,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",45,47
"S/Education","S/Age",320,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",45,47
"S/Education","Health Cond/Side Effects",2589,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",16,47
"S/Education","Health Behav",1050,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",9,47
"S/Education","Health Status",2583,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",18,47
"S/Education","Health Status",2200,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",18,47
"S/Education","Health Cond",5379,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",10,47
"S/Education","Health Cond",400,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,47
"S/Education","Health Status",320,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",18,47
"S/Education","S/Age",5605,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",45,47
"S/Education","Info/Info Needs",1933,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",33,47
"S/Education","Health Cond",2200,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,47
"S/Education","S/Age",255,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",45,47
"S/Education","Healthcare/Beliefs",2586,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",23,47
"S/Education","S/Age",5998,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",45,47
"S/Education","S/Age",5632,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",45,47
"S/Education","Environ/Network/Internet",1935,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",8,47
"S/Education","S/Age",5344,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",45,47
"S/Education","S/Age",120,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",45,47
"S/Education","S/Age",2904,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",45,47
"S/Education","Attitude/Concern",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",3,47
"S/Education","Health Status",1533,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",18,47
"S/Education","Healthcare/Experience",1813,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",25,47
"S/Education","S/Age",2471,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",45,47
"S/Education","Internet/Experience",2891,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",39,47
"S/Education","Affect",2622,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",1,47
"S/Education","Health Cond",255,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,47
"S/Education","S/Age",466,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",45,47
"S/Education","Non-healthcare/Attitude/Trust",466,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",41,47
"S/Education","Health Cond/Duration",1813,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",12,47
"S/Education","Healthcare/Experience",466,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",25,47
"S/Education","S/Age",1627,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",45,47
"S/Education","Healthcare/Access",2200,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",21,47
"S/Education","Attitude",5349,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",2,47
"S/Education","S/Age",2632,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",45,47
"S/Education","S/Age",1678,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",45,47
"S/Education","Healthcare/Familiarity",178,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",26,47
"S/Education","S/Age",2890,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",45,47
"S/Education","Health Behav",120,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",9,47
"S/Education","S/Age",2430,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",45,47
"S/Education","Health Cond",1531,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",10,47
"S/Education","Healthcare/Engagement",400,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",24,47
"S/Education","Internet/Type",116,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",40,47
"S/Education","Healthcare/Familiarity",5745,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",26,47
"S/Education","S/Age",5544,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",45,47
"S/Education","Health Behav",1933,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",9,47
"S/Education","Health Cond",5531,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",10,47
"S/Education","Health Status",32,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",18,47
"S/Education","Healthcare/Familiarity",320,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",26,47
"S/Education","Non-healthcare/Type",5544,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",44,47
"S/Education","Health Cond",1933,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,47
"S/Education","S/Age",2812,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",45,47
"S/Education","Health/Risk/Beliefs",1038,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",20,47
"S/Education","Attitude",1041,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",2,47
"S/Education","Health Cond",2873,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",10,47
"S/Education","Health Status",1678,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",18,47
"S/Education","Internet/Access",2743,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",36,47
"S/Education","Health Behav",2620,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",9,47
"S/Education","Health Cond",2245,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",10,47
"S/Education","Health Status",449,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",18,47
"S/Education","S/Age",2551,2011,"[2011",2019,",2019]","[2011,2019]","Undirected",45,47
"S/Education","Healthcare/Experience",2556,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",25,47
"S/Education","Health Cond/Beliefs",1038,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",11,47
"S/Education","S/Age",2620,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",45,47
"S/Education","S/Age",33,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",45,47
"S/Education","Internal locus of control",1533,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",35,47
"S/Education","Health Behav",116,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",9,47
"S/Education","S/Age",6099,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",45,47
"S/Education","Health Cond",2621,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",10,47
"S/Education","Health Cond/Family",2531,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",14,47
"S/Education","Health Cond",5982,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",10,47
"S/Education","S/Age",1165,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",45,47
"S/Education","Health Cond",1376,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",10,47
"S/Education","Info/Health/Info Seeking",2873,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",31,47
"S/Education","Health Cond/Family",178,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",14,47
"S/Education","Internet/Attitude/Trust",2430,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",37,47
"S/Education","Health Cond",178,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",10,47
"S/Education","Info/Health/Info Seeking/Beliefs",2891,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",32,47
"S/Education","Info/Beliefs/Salience",340,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",30,47
"S/Education","Health/Beliefs",2703,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",19,47
"S/Education","Health Cond/Treatment",2622,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",17,47
"S/Education","Health Cond/Treatment",5881,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",17,47
"S/Education","Health Status",6102,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",18,47
"S/Education","Health Cond/Family",1144,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",14,47
"S/Education","Non-healthcare/Type",2904,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",44,47
"S/Education","Internet/Access",2904,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",36,47
"S/Education","S/Age",64,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",45,47
"S/Education","Health Status",2586,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",18,47
"S/Education","Health Status",400,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",18,47
"S/Education","Health Cond",2899,2011,"[2011",2019,",2019]","[2011,2019]","Undirected",10,47
"S/Education","S/Age",2586,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",45,47
"S/Education","Healthcare/Experience",33,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",25,47
"S/Education","Internet/Experience",113,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",39,47
"S/Education","Health Cond/Beliefs",2891,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",11,47
"S/Education","S/Age",2544,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",45,47
"S/Education","Health Status",117,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",18,47
"S/Education","Health Cond/Treatment",2583,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",17,47
"S/Education","Internet/Experience",5339,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",39,47
"S/Education","Health Cond",2620,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,47
"S/Education","Environ/Network",5358,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",7,47
"S/Education","S/Age",2761,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",45,47
"S/Education","S/Age",2899,2011,"[2011",2019,",2019]","[2011,2019]","Undirected",45,47
"S/Education","Health Cond",120,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",10,47
"S/Education","Health Cond",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",10,47
"S/Education","Health Cond",249,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",10,47
"S/Education","Internet/Beliefs",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",38,47
"S/Education","Health Status",466,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",18,47
"S/Education","Internet/Access",255,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",36,47
"S/Education","Info/Health/Info Seeking",1660,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",31,47
"S/Education","S/Age",2531,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",45,47
"S/Education","Health Cond",1935,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,47
"S/Education","Health Cond/Duration",2345,2011,"[2011",2019,",2019]","[2011,2019]","Undirected",12,47
"S/Education","S/Age",381,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",45,47
"S/Education","Health Status",5605,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",18,47
"S/Education","Internet/Experience",249,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",39,47
"S/Education","Affect",2245,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",1,47
"S/Education","S/Age",453,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",45,47
"S/Education","Health Cond/Duration",2620,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",12,47
"S/Education","Health Cond",2131,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,47
"S/Education","Health Behav",6099,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",9,47
"S/Education","Info/Attitude/Trust",2178,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",28,47
"S/Education","Health Cond/Treatment",5998,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",17,47
"S/Education","Healthcare/Experience",2589,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",25,47
"S/Education","Health Status",6099,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",18,47
"S/Education","Healthcare/Engagement",2178,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",24,47
"S/Education","Attitude/Concern",1785,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",3,47
"S/Education","Health Cond",381,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,47
"S/Education","S/Age",2873,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",45,47
"S/Education","Health Cond/Family",320,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",14,47
"S/Education","Health Cond/Beliefs",1933,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",11,47
"S/Education","Healthcare/Attitude/Trust",5744,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",22,47
"S/Education","S/Age",6102,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",45,47
"S/Education","Internet/Experience",283,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",39,47
"S/Education","Info/Beliefs",5339,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",29,47
"S/Education","Health Cond",2178,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,47
"S/Education","Health Cond/Knowledge",1165,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",15,47
"S/Education","Internet/Access",2761,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",36,47
"S/Education","Internet/Access",1165,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",36,47
"S/Education","Healthcare/Familiarity",2586,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",26,47
"S/Education","Healthcare/Beliefs",2632,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",23,47
"S/Education","Health Cond/Knowledge",105,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",15,47
"S/Education","Internet/Experience",6040,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",39,47
"S/Education","S/Age",1785,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",45,47
"S/Education","S/Age",117,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",45,47
"S/Education","Health Cond",453,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,47
"S/Education","Healthcare/Experience",1050,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",25,47
"S/Education","S/Age",1660,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",45,47
"S/Education","S/Carer",2812,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",46,47
"S/Education","S/Age",2866,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",45,47
"S/Education","S/Age",178,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",45,47
"S/Education","S/Carer",2884,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",46,47
"S/Education","Health Status",2345,2011,"[2011",2019,",2019]","[2011,2019]","Undirected",18,47
"S/Education","Internet/Experience",117,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",39,47
"S/Education","S/Age",1440,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",45,47
"S/Education","Healthcare/Experience",43,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",25,47
"S/Education","Healthcare/Engagement",2430,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",24,47
"S/Education","Internet/Type",2873,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",40,47
"S/Education","Health Cond/Knowledge",5379,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",15,47
"S/Education","Health Cond/Family",33,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",14,47
"S/Education","Health Cond/Family",1933,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",14,47
"S/Education","Environ/Network",2260,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",7,47
"S/Education","S/Age",2178,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",45,47
"S/Education","Health Status",255,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",18,47
"S/Education","Health/Risk/Beliefs",2619,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",20,47
"S/Education","Healthcare/Familiarity",5605,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",26,47
"S/Education","S/Age",2260,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",45,47
"S/Education","Health Cond",2564,2011,"[2011",2019,",2019]","[2011,2019]","Undirected",10,47
"S/Education","S/Age",340,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",45,47
